DATE,TIME,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT(m),NSAT (USED/VIEW),SAT INFO (SID-SNR)
22/07/2016,09:07:51,-47.156267,S,60.228652,E,40.7,4(5),#32-32;#14-34;#27-16;#01-25;10-00
22/07/2016,09:08:06,-47.15636,S,60.228538,E,18.5,4(9),#32-35;#14-31;#27-18;#01-23;10-00;03-00;08-00;31-00;23-00
22/07/2016,09:08:21,-47.156349,S,60.228549,E,20.7,4(10),#32-37;#14-32;#27-18;#01-23;08-00;03-00;31-00;23-00;10-00;11-00
22/07/2016,09:08:36,-47.156366,S,60.228519,E,17.9,4(6),#32-35;#14-31;#27-18;#01-23;08-00;31-00
22/07/2016,09:08:51,-47.156364,S,60.228537,E,17.9,4(6),#32-33;#14-34;#27-23;#01-17;10-00;22-00
22/07/2016,09:09:06,-47.156328,S,60.228562,E,18.6,5(10),#32-38;#14-33;#27-19;#01-18;11-00;23-00;#03-20;10-00;22-00;08-00
22/07/2016,09:09:21,-47.156302,S,60.228592,E,18.6,5(6),#32-36;#14-30;#27-23;#01-17;#03-23;22-00
22/07/2016,09:09:36,-47.1563,S,60.22864,E,18.5,6(10),#32-29;#14-28;#27-24;#01-18;11-00;22-00;#03-20;08-00;31-00;#23-18
22/07/2016,09:09:51,-47.1563,S,60.228631,E,19.2,6(6),#32-31;#14-29;#27-22;#01-16;#03-20;#23-17
22/07/2016,09:10:06,-47.156311,S,60.22863,E,20.5,8(11),#32-36;#14-37;#27-22;#01-18;#22-24;11-00;#03-16;#31-25;08-00;#23-21;10-00
22/07/2016,09:10:21,-47.156323,S,60.228665,E,22.4,8(9),#32-34;#14-35;#27-18;#01-17;#22-19;10-00;#03-16;#31-21;#23-19
22/07/2016,09:10:36,-47.156347,S,60.228651,E,23.1,8(10),#32-31;#14-36;#27-18;#01-18;#22-18;11-00;#03-15;#31-20;08-00;#23-16
22/07/2016,09:10:51,-47.15637,S,60.228681,E,23.2,8(9),#32-31;#14-34;#27-19;#01-18;#22-18;17-00;#03-18;#31-18;#23-16
22/07/2016,09:11:06,-47.156351,S,60.22875,E,25.3,7(10),#32-35;#14-34;#27-19;#01-21;#22-15;17-00;#03-16;31-16;08-00;#23-17
22/07/2016,09:11:21,-47.156328,S,60.228853,E,24.6,9(9),#32-32;#14-37;#27-21;#01-16;#22-15;#17-16;#03-17;#31-16;#23-17
22/07/2016,09:11:36,-47.156335,S,60.228842,E,24.8,8(9),#32-30;#14-36;#27-19;#01-16;#17-17;#03-17;#31-17;#23-16;22-00
22/07/2016,09:11:51,-47.156316,S,60.228846,E,24.7,8(10),#32-29;#14-36;#27-18;#01-18;22-00;#17-17;#03-17;#31-17;08-00;#23-15
22/07/2016,09:12:06,-47.156321,S,60.228855,E,24.7,7(9),#32-33;#14-36;#27-24;#01-18;#22-16;17-15;#03-20;#31-18;23-00
22/07/2016,09:12:21,-47.156324,S,60.22887,E,24.7,8(9),#32-31;#14-38;#27-22;#01-22;#22-16;#17-16;#03-18;#31-18;23-00
22/07/2016,09:12:36,-47.1563,S,60.22883,E,26,8(9),#32-35;#14-28;#27-17;#01-15;#22-19;#17-20;#03-16;#31-18;23-00
22/07/2016,09:12:51,-47.156288,S,60.228821,E,26.6,8(9),#32-36;#14-28;#27-17;#01-16;#22-17;#17-23;#03-16;31-17;#23-17
22/07/2016,09:13:06,-47.15628,S,60.228837,E,26.5,7(9),#32-21;#14-22;27-00;#01-16;#22-15;#17-18;#03-15;#31-15;23-00
22/07/2016,09:13:21,-47.156257,S,60.228808,E,26.3,6(7),#32-22;#14-22;#01-19;#17-15;#31-16;#27-15;03-00
22/07/2016,09:13:36,-47.156242,S,60.22874,E,26.5,4(7),32-00;#14-19;#01-15;#17-16;#31-17;27-00;22-00
22/07/2016,09:13:51,-47.156222,S,60.228586,E,26.6,6(8),#32-22;#14-23;#22-16;#01-17;27-00;#17-15;#31-19;23-00
22/07/2016,09:14:06,-47.156243,S,60.228551,E,25.7,7(8),#32-23;#14-24;#22-15;#01-17;#27-15;#17-17;#31-18;23-00
22/07/2016,09:14:21,-47.15635,S,60.228574,E,25.7,7(8),#32-16;#14-24;#22-16;#01-17;#27-15;#17-17;#31-18;23-00
22/07/2016,09:14:36,-47.156388,S,60.2286,E,25.6,6(8),#32-22;#14-28;#22-15;#01-15;27-00;#17-20;#31-17;23-00
22/07/2016,09:14:51,-47.156422,S,60.228618,E,25.8,6(8),#32-25;#14-25;#22-16;#01-16;27-00;#17-17;#31-16;23-00
22/07/2016,09:15:06,-47.1564,S,60.228635,E,26.6,5(8),#32-27;#14-30;#22-16;#01-16;27-00;#17-15;31-00;23-00
22/07/2016,09:15:21,-47.156378,S,60.228622,E,26.8,5(7),#32-22;#14-28;#22-16;#01-15;27-00;#17-17;31-00
22/07/2016,09:15:36,-47.156359,S,60.228681,E,26.9,8(10),#32-18;#14-18;#22-15;#01-16;#27-19;#17-16;#23-16;#03-16;09-00;11-00
22/07/2016,09:15:51,-47.156294,S,60.228709,E,27.1,7(12),#32-22;#14-20;#22-15;09-00;#27-20;#17-16;#23-15;03-00;#31-18;01-00;11-00;08-00
22/07/2016,09:16:06,-47.156293,S,60.228718,E,26.7,7(12),32-00;#14-27;#22-15;01-00;#27-18;#17-17;#23-15;#03-16;#31-20;11-00;09-00;08-00
22/07/2016,09:16:21,-47.15626,S,60.228778,E,25.8,8(10),#32-20;#14-27;#22-16;#01-14;#27-17;#17-18;23-00;#03-14;#31-18;08-00
22/07/2016,09:16:36,-47.156249,S,60.2288,E,25.3,6(9),#32-17;#14-23;08-00;#01-16;#27-18;#17-19;03-00;#31-17;23-00
22/07/2016,09:16:51,-47.156251,S,60.228784,E,25.3,8(9),#32-19;#14-25;#22-15;#01-16;#27-18;#17-17;#03-16;#31-19;23-00
22/07/2016,09:17:06,-47.156214,S,60.228843,E,25.2,9(10),#32-18;#14-21;#22-20;#01-17;#27-16;#17-16;#23-18;#03-15;#31-20;08-00
22/07/2016,09:17:21,-47.156053,S,60.228882,E,24.8,8(11),#32-15;#14-17;#22-15;#01-17;#27-15;#17-17;#23-16;03-00;#31-15;09-00;11-00
22/07/2016,09:17:36,-47.156057,S,60.228852,E,21.7,6(10),#32-18;#14-18;#01-15;27-00;#17-17;#23-16;09-00;#31-16;11-00;03-00
22/07/2016,09:17:51,-47.156115,S,60.228973,E,21.7,9(11),#32-18;#14-19;#03-15;#01-15;#27-16;#17-16;#23-16;#22-16;#31-18;08-00;09-00
22/07/2016,09:18:06,-47.156253,S,60.228991,E,19.1,9(12),#32-24;#14-17;#03-15;#01-16;#27-17;#17-16;#23-15;#22-16;#31-16;11-00;08-00;09-00
22/07/2016,09:18:21,-47.156233,S,60.229021,E,17.5,9(10),#32-18;#14-17;#03-15;#01-15;#27-15;#17-16;#23-15;#22-16;#31-18;08-00
22/07/2016,09:18:36,-47.156262,S,60.228979,E,16.8,8(9),#32-16;#14-18;#03-17;#01-17;#27-15;#17-16;#22-17;#31-17;23-00
22/07/2016,09:18:51,-47.156256,S,60.229057,E,18.8,9(11),#32-21;#14-19;#03-22;#01-17;#27-16;#17-16;#23-19;#22-26;#31-19;09-00;08-00
22/07/2016,09:19:06,-47.156204,S,60.229086,E,21.7,8(12),#32-17;#14-17;03-00;#01-16;#27-15;#17-16;#23-15;#22-16;#31-16;09-00;11-00;08-00
22/07/2016,09:19:21,-47.156251,S,60.229049,E,24,9(12),#32-16;#14-16;#03-16;#01-18;#27-15;#17-15;#23-15;#22-15;#31-14;09-00;08-00;11-00
22/07/2016,09:19:36,-47.156326,S,60.228902,E,28.2,9(9),#32-21;#14-20;#03-16;#01-16;#27-29;#17-16;#23-19;#22-16;#31-16
22/07/2016,09:19:51,-47.156268,S,60.228895,E,26.2,9(11),#32-25;#14-18;#03-19;#01-19;#27-27;#17-21;#23-20;#22-20;#31-31;09-00;11-00
22/07/2016,09:20:06,-47.156229,S,60.228903,E,26.6,9(11),#32-24;#14-18;#03-16;#01-18;#27-21;#17-19;#23-16;#22-17;#31-25;11-00;08-00
22/07/2016,09:20:21,-47.156222,S,60.228924,E,26.3,9(10),#32-19;#14-17;#03-17;#01-17;#27-25;#17-16;#23-25;#22-18;#31-18;08-00
22/07/2016,09:20:36,-47.156262,S,60.228856,E,25.6,10(10),#32-19;#14-26;#03-20;#01-21;#27-25;#17-18;#23-17;#22-17;#31-19;#08-16
22/07/2016,09:20:51,-47.156252,S,60.228881,E,25.5,8(10),32-20;#14-17;#03-16;#01-16;#27-18;#17-30;#23-16;#22-15;#31-17;08-15
22/07/2016,09:21:06,-47.156263,S,60.228861,E,25.7,10(10),#32-23;#14-26;#03-23;#01-18;#27-19;#17-23;#23-17;#22-18;#31-18;#08-19
22/07/2016,09:21:21,-47.156271,S,60.22885,E,25.6,10(10),#32-18;#14-18;#03-16;#01-16;#27-20;#17-17;#23-29;#22-16;#31-18;#08-23
22/07/2016,09:21:36,-47.156294,S,60.228791,E,25,4(10),32-00;#14-15;03-00;#01-16;#27-16;17-15;23-00;22-00;31-00;#08-15
22/07/2016,09:21:51,-47.156317,S,60.22876,E,24.8,8(10),#32-41;#14-29;#23-19;#01-17;#27-16;#17-17;03-00;#22-17;#31-15;08-15
22/07/2016,09:22:06,-47.156283,S,60.228762,E,23.9,10(10),#32-21;#14-17;#23-20;#01-18;#27-22;#17-18;#03-16;#22-18;#31-19;#08-18
22/07/2016,09:22:21,-47.156286,S,60.228745,E,23.9,9(10),#32-25;#14-29;#23-18;#01-22;#27-18;#17-38;#03-20;#22-29;31-18;#08-18
22/07/2016,09:22:36,-47.156313,S,60.22871,E,23.8,10(10),#32-21;#14-18;#23-24;#01-17;#27-24;#17-16;#03-15;#22-17;#31-18;#08-22
22/07/2016,09:22:51,-47.15626,S,60.228719,E,24.3,10(10),#32-23;#14-30;#23-18;#01-23;#27-18;#17-23;#03-20;#22-22;#31-19;#08-16
22/07/2016,09:23:06,-47.156277,S,60.228678,E,24.7,9(10),#32-27;#14-23;#23-16;#01-16;#27-15;#17-17;#03-16;#22-15;31-00;#08-17
22/07/2016,09:23:21,-47.156289,S,60.228744,E,24,9(9),#32-41;#14-31;#01-16;#27-15;#17-17;#03-17;#22-17;#31-18;#08-17
22/07/2016,09:23:36,-47.156258,S,60.228844,E,24.1,10(10),#32-31;#14-20;#23-27;#01-18;#27-27;#17-19;#03-23;#22-18;#31-21;#08-18
22/07/2016,09:23:51,-47.156243,S,60.228842,E,23.9,10(11),#32-16;#14-16;#23-15;#01-15;#27-15;#17-18;#03-15;#22-16;#31-15;#08-15;11-00
22/07/2016,09:24:00,-47.156247,S,60.228751,E,24,9(11),#32-16;#14-17;#23-18;#01-15;#27-15;#17-15;09-00;#22-15;#31-16;#08-15;11-00
22/07/2016,09:24:01,-47.15625,S,60.228756,E,24,9(11),#32-16;#14-17;#23-18;#01-15;#27-15;#17-15;09-00;#22-15;#31-16;#08-15;11-00
22/07/2016,09:24:03,-47.156262,S,60.22872,E,24,9(11),#32-17;#14-17;#23-18;#01-15;#27-15;#17-15;#22-15;#31-15;#08-16;11-00;03-00
22/07/2016,09:24:07,-47.156269,S,60.228717,E,24.1,9(11),#32-18;#14-17;#23-18;#01-16;#27-16;#17-15;09-00;#22-16;#31-16;#08-16;03-00
22/07/2016,09:24:13,-47.156251,S,60.228731,E,24.1,10(11),#32-18;#14-18;#23-18;#01-16;#27-16;#17-16;#03-16;#22-16;#31-18;#08-24;11-00
22/07/2016,09:24:17,-47.156249,S,60.228728,E,24.1,9(11),#32-16;#14-17;#23-17;#01-16;#27-16;#17-16;#03-16;#22-16;#31-15;08-00;09-00
22/07/2016,09:24:19,-47.156253,S,60.228726,E,24.1,9(11),#32-16;#14-17;#23-18;#01-16;#27-16;#17-15;#03-15;#22-16;#31-15;08-16;09-00
22/07/2016,09:24:25,-47.156268,S,60.228765,E,24.1,10(12),#32-16;#14-15;#23-16;#01-15;#27-16;#17-15;#03-15;#22-16;#31-15;#08-16;11-00;09-00
22/07/2016,09:24:29,-47.156289,S,60.228806,E,25,10(12),#32-16;#14-16;#23-16;#01-15;#27-16;#17-15;#03-15;#22-16;#31-15;#08-16;09-00;11-00
22/07/2016,09:24:30,-47.156297,S,60.228809,E,25.3,10(12),#32-16;#14-16;#23-16;#01-15;#27-16;#17-15;#03-15;#22-16;#31-15;#08-16;09-00;11-00
22/07/2016,09:24:35,-47.156345,S,60.228792,E,25.9,10(11),#32-16;#14-16;#23-18;#01-15;#27-16;#17-15;#03-16;#22-16;#31-16;#08-16;11-00
22/07/2016,09:24:39,-47.156347,S,60.228838,E,26.3,10(12),#32-16;#14-16;#23-20;#01-15;#27-16;#17-15;#03-16;#22-16;#31-16;#08-15;09-00;11-00
22/07/2016,09:24:40,-47.156339,S,60.22884,E,26.5,10(12),#32-16;#14-16;#23-19;#01-15;#27-16;#17-15;#03-16;#22-16;#31-16;#08-15;09-00;11-00
22/07/2016,09:24:42,-47.156341,S,60.22883,E,26.6,10(11),#32-16;#14-16;#23-21;#01-15;#27-16;#17-16;#03-16;#22-15;#31-16;#08-15;11-00
22/07/2016,09:24:45,-47.15635,S,60.228818,E,26.8,10(11),#32-16;#14-14;#23-20;#01-15;#27-16;#17-17;#03-16;#22-15;#31-16;#08-15;09-00
22/07/2016,09:24:49,-47.156348,S,60.228834,E,27,10(11),#32-16;#14-14;#23-18;#01-16;#27-16;#17-17;#03-16;#22-15;#31-16;#08-15;09-00
22/07/2016,09:24:52,-47.156332,S,60.228824,E,27.1,10(12),#32-16;#14-15;#23-16;#01-16;#27-16;#17-17;#03-15;#22-15;#31-16;#08-15;11-00;09-00
22/07/2016,09:24:53,-47.156321,S,60.228821,E,27.1,10(12),#32-17;#14-16;#23-16;#01-16;#27-16;#17-17;#03-15;#22-15;#31-16;#08-15;11-00;09-00
22/07/2016,09:24:55,-47.156318,S,60.228833,E,27.2,10(12),#32-18;#14-16;#23-17;#01-16;#27-15;#17-17;#03-15;#22-15;#31-16;#08-15;11-00;09-00
22/07/2016,09:24:56,-47.156317,S,60.228842,E,27.2,10(11),#32-18;#14-16;#23-17;#01-16;#27-15;#17-17;#03-15;#22-15;#31-16;#08-15;09-00
22/07/2016,09:24:59,-47.156332,S,60.228842,E,27.3,9(11),#32-18;#14-15;#23-17;#01-16;#27-16;#17-17;#03-15;#22-15;#31-16;11-00;08-00
22/07/2016,09:25:00,-47.156331,S,60.228846,E,27.5,9(11),#32-18;#14-15;#23-18;#01-16;#27-16;#17-17;#03-15;#22-15;#31-16;11-00;08-00
22/07/2016,09:25:01,-47.156332,S,60.228837,E,27.6,9(12),#32-17;#14-15;#23-18;#01-16;#27-16;#17-16;#03-15;#22-15;#31-16;11-00;08-00;09-00
22/07/2016,09:25:02,-47.156327,S,60.228824,E,27.9,9(12),#32-16;#14-15;#23-18;#01-16;#27-15;#17-16;#03-14;#22-15;#31-15;11-00;08-00;09-00
22/07/2016,09:25:03,-47.156319,S,60.228809,E,28,9(11),#32-15;#14-15;#23-18;#01-16;#27-15;#17-16;#03-14;#22-15;#31-15;09-00;08-00
22/07/2016,09:25:06,-47.156317,S,60.228779,E,28.2,10(11),#32-16;#14-15;#23-19;#01-16;#27-15;#17-17;#03-15;#22-15;#31-15;09-00;#08-18
22/07/2016,09:25:14,-47.156349,S,60.228764,E,28.4,9(10),#32-26;#14-17;#23-16;#01-16;#27-16;#17-22;#03-18;#22-17;#31-16;08-00
22/07/2016,09:25:18,-47.156349,S,60.228781,E,28.1,9(10),#32-23;#14-19;#23-20;#01-16;#27-23;#17-20;#03-16;#22-17;#31-18;08-00
22/07/2016,09:25:26,-47.156316,S,60.228764,E,27.2,10(11),#32-17;#14-21;#23-17;#01-16;#27-16;#17-16;#03-15;#22-15;#31-17;#08-22;11-00
22/07/2016,09:25:27,-47.156313,S,60.228769,E,27.2,10(11),#32-17;#14-20;#23-17;#01-16;#27-16;#17-16;#03-15;#22-15;#31-16;#08-21;09-00
22/07/2016,09:25:29,-47.156302,S,60.228786,E,27,10(12),#32-16;#14-20;#23-17;#01-16;#27-15;#17-16;#03-15;#22-15;#31-16;#08-21;09-00;11-00
22/07/2016,09:25:30,-47.156291,S,60.2288,E,27,10(11),#32-15;#14-18;#23-17;#01-16;#27-14;#17-16;#03-15;#22-15;#31-16;#08-20;09-00
22/07/2016,09:25:31,-47.156285,S,60.228821,E,27,10(11),#32-15;#14-17;#23-17;#01-16;#27-14;#17-16;#03-15;#22-15;#31-16;#08-19;09-00
22/07/2016,09:25:40,-47.156242,S,60.228887,E,27,6(12),#32-14;#14-17;#23-14;#01-15;27-00;17-00;09-00;22-00;#31-16;#08-15;11-00;03-00
22/07/2016,09:25:43,-47.156227,S,60.228909,E,27,6(11),#32-16;#14-16;#23-14;01-00;27-00;17-00;09-00;#22-15;#31-15;#08-24;11-00
22/07/2016,09:25:57,-47.15624,S,60.228869,E,27.5,10(11),#32-16;#14-16;#23-18;#01-17;#27-16;#03-15;#17-17;#22-17;#31-16;#08-15;11-00
22/07/2016,09:26:00,-47.156218,S,60.228885,E,27.6,10(11),#32-18;#14-16;#23-16;#01-17;#27-17;#03-16;#17-19;#22-16;#31-16;#08-25;09-00
22/07/2016,09:26:01,-47.156214,S,60.228889,E,27.6,10(11),#32-18;#14-15;#23-15;#01-16;#27-17;#03-16;#17-18;#22-16;#31-16;#08-23;11-00
22/07/2016,09:26:02,-47.156213,S,60.228892,E,27.7,10(12),#32-18;#14-15;#23-16;#01-16;#27-17;#03-16;#17-17;#22-16;#31-17;#08-24;11-00;09-00
22/07/2016,09:26:03,-47.156212,S,60.22889,E,27.7,10(10),#32-18;#14-16;#23-16;#01-16;#27-17;#03-16;#17-17;#22-17;#31-17;#08-25
22/07/2016,09:26:05,-47.15621,S,60.228882,E,27.8,10(10),#32-25;#14-16;#23-18;#01-16;#27-16;#03-16;#17-18;#22-17;#31-17;#08-27
22/07/2016,09:26:08,-47.156196,S,60.228886,E,27.6,10(10),#32-27;#14-18;#23-18;#01-18;#27-16;#03-16;#17-18;#22-16;#31-20;#08-26
22/07/2016,09:26:14,-47.156197,S,60.22889,E,26.8,9(10),#32-17;14-00;#23-16;#01-17;#27-15;#03-15;#17-18;#22-17;#31-18;#08-19
22/07/2016,09:26:15,-47.156201,S,60.228882,E,26.9,9(10),#32-16;14-16;#23-16;#01-17;#27-15;#03-15;#17-17;#22-17;#31-17;#08-18
22/07/2016,09:26:18,-47.156213,S,60.228876,E,26.9,9(12),#32-17;#14-16;#23-15;#01-16;27-00;#03-15;#17-17;#22-17;#31-17;#08-17;09-00;11-00
22/07/2016,09:26:19,-47.156206,S,60.228883,E,26.9,8(11),#32-17;#14-17;#23-15;#01-15;27-00;03-00;#17-16;#22-16;#31-17;#08-16;11-00
22/07/2016,09:26:29,-47.156182,S,60.228885,E,26.5,8(10),#32-16;#14-17;#23-18;#01-15;27-00;09-00;#17-18;#22-17;#31-15;#08-22
22/07/2016,09:26:33,-47.15618,S,60.228885,E,26.5,8(10),#32-18;#14-16;#23-16;#01-15;27-00;#17-18;#22-16;#31-15;#08-29;03-00
22/07/2016,09:26:48,-47.156132,S,60.229017,E,25.5,7(10),#32-16;#14-16;23-00;#01-15;27-00;#17-17;#22-14;#31-21;#08-29;03-00
22/07/2016,09:26:52,-47.156103,S,60.22906,E,25.3,7(10),#32-16;#14-17;#23-17;01-00;27-00;#17-18;#22-15;#31-16;#08-26;03-00
22/07/2016,09:27:08,-47.156058,S,60.229153,E,25.2,7(10),#32-15;#14-15;#23-16;01-00;27-00;#17-15;#22-15;#31-15;#08-19;03-00
22/07/2016,09:27:17,-47.156065,S,60.229124,E,25.1,6(11),#32-17;#14-15;23-00;01-00;27-00;11-00;#17-15;#22-15;#31-16;#08-23;03-00
22/07/2016,09:27:18,-47.156066,S,60.229122,E,25.1,6(10),#32-18;#14-15;23-00;01-00;27-00;#17-16;#22-15;#31-15;#08-23;03-00
22/07/2016,09:27:19,-47.156067,S,60.22912,E,25.1,6(10),#32-18;#14-15;23-00;01-00;27-00;#17-16;#22-15;#31-15;#08-23;03-00
22/07/2016,09:27:25,-47.156066,S,60.229119,E,25.1,2(8),#32-16;14-00;01-00;27-00;17-00;#31-15;08-16;22-00
22/07/2016,09:27:39,-47.156067,S,60.229119,E,25.1,4(8),#32-25;#14-14;01-00;27-00;22-00;#31-15;#08-16;03-00
22/07/2016,09:27:40,-47.156068,S,60.229119,E,25.1,5(8),#32-26;#14-14;#01-19;27-00;22-00;#31-16;#08-16;23-00
22/07/2016,09:27:50,-47.156138,S,60.229044,E,25,8(11),#32-15;#14-16;#01-16;#27-15;#22-17;#17-16;23-00;03-00;#31-16;#08-16;11-00
22/07/2016,09:27:51,-47.156141,S,60.229044,E,25,8(11),#32-16;#14-15;#01-16;#27-15;#22-17;#17-16;23-00;03-00;#31-16;#08-16;09-00
22/07/2016,09:27:53,-47.156179,S,60.229016,E,24.9,8(11),#32-17;#14-15;#01-16;#27-16;#22-17;#17-16;23-00;03-00;#31-19;#08-16;09-00
22/07/2016,09:27:55,-47.156203,S,60.229022,E,24.8,8(9),#32-17;#14-14;#01-16;#27-15;#22-16;#17-16;#31-19;#08-16;23-00
22/07/2016,09:27:56,-47.156206,S,60.229012,E,24.9,8(9),#32-17;#14-15;#01-16;#27-15;#22-16;#17-16;#31-18;#08-16;03-00
22/07/2016,09:27:57,-47.15621,S,60.229017,E,24.9,8(9),#32-17;#14-15;#01-16;#27-15;#22-16;#17-16;#31-17;#08-16;23-00
22/07/2016,09:27:59,-47.156217,S,60.229027,E,24.9,7(9),#32-17;#14-15;#01-15;#27-15;#22-16;17-00;#31-15;#08-16;03-00
22/07/2016,09:28:08,-47.156227,S,60.229002,E,24.9,7(10),32-00;#14-16;#01-15;#27-15;#22-14;#17-17;09-00;11-00;#31-18;#08-17
22/07/2016,09:28:11,-47.156211,S,60.228936,E,24.8,7(10),32-16;#14-16;#01-15;#27-15;#22-14;#17-17;09-00;11-00;#31-18;#08-26
22/07/2016,09:28:12,-47.15621,S,60.228918,E,24.8,8(9),#32-21;#14-15;#01-15;#27-15;#22-14;#17-16;#31-19;#08-25;03-00
22/07/2016,09:28:15,-47.15624,S,60.228865,E,24.8,7(9),#32-21;#14-15;01-00;#27-15;#22-14;#17-16;#31-21;#08-24;23-00
22/07/2016,09:28:17,-47.156277,S,60.228831,E,24.8,7(10),#32-20;#14-15;01-00;#27-15;#22-14;#17-15;09-00;#31-22;#08-23;11-00
22/07/2016,09:28:18,-47.156284,S,60.228829,E,24.8,7(9),#32-20;#14-15;01-00;#27-15;#22-15;#17-14;#31-22;#08-24;03-00
22/07/2016,09:28:21,-47.156316,S,60.228792,E,24.7,6(9),#32-20;#14-15;01-00;#27-15;#22-15;17-00;#31-23;#08-23;23-00
22/07/2016,09:28:27,-47.156383,S,60.228748,E,24.3,6(10),#32-24;#14-16;01-00;#27-16;#22-17;17-00;23-00;#31-20;#08-18;03-00
22/07/2016,09:28:31,-47.156414,S,60.228716,E,24.1,6(9),#32-23;#14-17;01-00;#27-16;#22-16;11-00;#31-21;#08-20;03-00
22/07/2016,09:28:38,-47.156393,S,60.228716,E,23.8,5(11),#32-21;#14-17;01-00;27-00;#22-15;23-00;17-00;03-00;#31-16;#08-17;11-00
22/07/2016,09:28:45,-47.156415,S,60.228667,E,24.6,7(10),#32-25;#14-17;#01-14;27-00;#22-16;#17-14;03-00;23-00;#31-19;#08-18
22/07/2016,09:29:00,-47.156446,S,60.228528,E,24.1,8(10),#32-25;#14-16;#01-17;27-00;#22-15;#17-16;03-00;#23-18;#31-17;#08-23
22/07/2016,09:29:15,-47.156421,S,60.228579,E,23.3,8(10),#32-17;#14-15;#01-16;27-00;#22-15;#17-16;09-00;#23-16;#31-16;#08-21
22/07/2016,09:29:33,-47.156398,S,60.228649,E,22.5,7(10),#32-16;#14-15;01-00;27-00;#17-15;#03-15;#23-17;#31-17;#08-17;22-00
22/07/2016,09:29:48,-47.156476,S,60.228628,E,22.5,8(10),#32-16;#14-19;#01-15;27-00;#22-18;#17-15;#23-15;#31-15;#08-15;03-00
22/07/2016,09:29:54,-47.156474,S,60.228644,E,22.4,7(10),#32-17;#14-18;#01-16;27-00;#22-21;#17-18;23-00;#31-16;#08-15;03-00
22/07/2016,09:29:56,-47.156479,S,60.228633,E,22.3,7(9),#32-17;#14-18;#01-15;27-00;#22-19;#17-16;#31-17;#08-15;03-00
22/07/2016,09:30:11,-47.156481,S,60.228543,E,22.7,8(10),#32-17;#14-18;#01-18;27-00;#22-24;#17-22;#23-15;#31-18;#08-16;03-00
22/07/2016,09:30:26,-47.15643,S,60.228513,E,23.1,8(10),#32-16;#14-17;#01-18;27-00;#22-19;#17-17;#23-15;#31-15;#08-16;03-00
22/07/2016,09:30:30,-47.156405,S,60.228548,E,23.6,8(10),#32-17;#14-19;#01-21;27-00;#22-30;#17-29;#23-15;#31-17;#08-16;03-00
22/07/2016,09:30:45,-47.156406,S,60.22858,E,23.9,7(12),#32-16;#14-22;#01-21;27-00;#22-23;#17-24;23-00;#03-15;#31-17;08-00;11-00;09-00
22/07/2016,09:31:02,-47.156356,S,60.228544,E,24.1,7(12),32-00;#14-16;#01-15;27-00;#22-16;#17-16;#23-15;#03-15;#31-16;11-00;09-00;08-00
22/07/2016,09:31:30,-47.156362,S,60.228563,E,23.6,7(10),#32-16;#14-18;#17-18;#27-16;#22-16;01-00;#23-16;#08-22;03-00;11-00
22/07/2016,09:31:45,-47.156197,S,60.228664,E,21.1,6(10),#32-17;#14-15;#17-16;27-00;#22-18;#01-15;23-00;#08-16;03-00;31-00
22/07/2016,09:32:00,-47.156176,S,60.228962,E,19.8,7(11),#32-16;#14-16;#17-17;27-00;#22-16;#01-15;23-00;#08-18;#03-15;11-00;31-00
22/07/2016,09:32:15,-47.156143,S,60.229011,E,21,10(10),#32-23;#14-21;#17-19;#27-15;#22-24;#01-18;#31-16;#08-20;#03-21;#23-15
22/07/2016,09:32:30,-47.15611,S,60.228968,E,21.3,9(10),#32-18;#14-18;#17-17;#27-16;#22-18;01-00;#31-16;#08-19;#03-15;#23-15
22/07/2016,09:32:45,-47.156217,S,60.228896,E,22.6,8(10),#32-17;#14-23;#17-18;27-00;#22-15;#01-15;#08-26;#03-16;#23-17;31-00
22/07/2016,09:33:02,-47.156208,S,60.228804,E,24.4,5(10),#32-23;#14-16;#17-18;27-00;22-00;01-00;31-00;#08-17;#23-17;03-00
22/07/2016,09:33:50,-47.156206,S,60.228814,E,24.8,7(9),#32-24;#14-16;#17-16;27-00;#01-21;#31-17;#08-28;#22-17;03-00
22/07/2016,09:34:05,-47.156208,S,60.228861,E,24.7,7(10),#32-23;#14-16;#17-15;27-00;#01-17;#31-17;#08-15;#22-16;11-00;03-00
22/07/2016,09:34:20,-47.156231,S,60.228906,E,24.1,7(9),#32-16;#14-18;#17-16;27-00;#01-16;#31-17;#08-23;#22-16;23-00
22/07/2016,09:34:35,-47.156251,S,60.228876,E,24.3,7(9),#32-16;#14-17;#17-17;23-00;#01-16;#31-17;#08-17;#22-16;11-00
22/07/2016,09:34:50,-47.156306,S,60.228753,E,24.2,9(10),#32-17;#14-28;#17-20;#23-16;#01-16;#03-17;#31-16;#08-13;#22-19;09-00
22/07/2016,09:35:05,-47.156281,S,60.22865,E,25.1,7(11),#32-16;#14-17;#17-15;#23-17;01-00;#03-15;#31-15;08-00;#22-20;11-00;09-00
22/07/2016,09:35:22,-47.15631,S,60.228675,E,25.9,7(9),#32-16;#14-19;#17-17;#23-16;01-00;#03-17;#08-15;#22-18;31-00
22/07/2016,09:35:37,-47.156338,S,60.22868,E,25.9,9(10),#32-20;#14-24;#17-19;#23-16;#01-15;#03-16;#31-16;#08-16;#22-20;11-00
